比赛ID, 时间, 天辉英雄, 夜魇英雄, 天辉是否胜利
5083175309, 2019-10-24 19:00:33, 82,93,119,60,5, 121,42,14,29,9, True
5083171016, 2019-10-24 18:56:37, 1,32,35,100,90, 86,22,77,74,28, False
5083167002, 2019-10-24 18:52:47, 93,76,64,7,21, 27,10,28,44,5, False
5083166911, 2019-10-24 18:52:47, 33,114,68,19,39, 25,5,55,54,7, False
5083166702, 2019-10-24 18:52:02, 54,76,104,9,30, 26,101,74,2,41, True
5083166411, 2019-10-24 18:52:17, 25,2,90,12,14, 35,8,20,9,102, True
5083166408, 2019-10-24 18:52:17, 100,59,52,84,7, 66,5,29,35,41, True
5083165416, 2019-10-24 18:51:17, 114,25,41,98,83, 29,108,70,100,14, True
5083165319, 2019-10-24 18:51:17, 29,8,22,62,76, 14,75,86,31,72, False
5083164009, 2019-10-24 18:50:02, 41,14,53,52,81, 65,12,22,57,83, True
5083163912, 2019-10-24 18:49:56, 111,106,60,40,8, 98,4,50,21,76, False
5083163112, 2019-10-24 18:49:07, 19,39,6,90,108, 43,14,27,8,74, True
5083162711, 2019-10-24 18:48:22, 33,101,74,14,63, 93,87,25,97,47, True
5083161713, 2019-10-24 18:47:47, 81,27,9,34,129, 87,72,120,78,100, True
5083161408, 2019-10-24 18:47:31, 26,102,41,97,11, 16,84,44,101,74, False
5083160816, 2019-10-24 18:46:51, 8,27,100,28,23, 84,16,21,61,93, False
5083159817, 2019-10-24 18:45:57, 14,104,114,120,79, 27,113,18,60,25, True
5083159117, 2019-10-24 18:45:17, 14,93,79,9,74, 99,41,71,11,26, True
5083159114, 2019-10-24 18:45:17, 14,17,62,101,1, 84,9,36,4,44, True
5083158907, 2019-10-24 18:45:06, 102,16,74,7,10, 41,64,84,109,120, True
5083158906, 2019-10-24 18:45:01, 90,42,113,96,121, 21,61,75,9,54, False
5083156919, 2019-10-24 18:43:01, 14,10,64,39,7, 98,109,74,83,17, True
5083156819, 2019-10-24 18:43:06, 101,23,74,36,30, 21,90,42,86,14, True
5083156510, 2019-10-24 18:42:51, 27,78,82,26,42, 50,45,14,1,51, True
5083155900, 2019-10-24 18:42:11, 73,33,54,121,25, 86,13,85,2,93, True
5083155505, 2019-10-24 18:41:46, 6,9,86,52,14, 47,29,44,27,32, False
5083155503, 2019-10-24 18:41:46, 114,90,102,73,9, 22,44,14,2,37, True
5083155210, 2019-10-24 18:41:30, 8,34,2,26,30, 40,9,90,41,14, False
5083154910, 2019-10-24 18:41:15, 45,26,7,44,39, 90,84,9,93,11, True
5083154905, 2019-10-24 18:41:16, 20,34,85,26,5, 9,14,60,119,67, False
5083154701, 2019-10-24 18:41:01, 129,79,9,25,81, 66,47,15,77,50, False
5083154402, 2019-10-24 18:40:41, 74,104,1,30,26, 62,14,73,68,41, True
5083153719, 2019-10-24 18:40:01, 108,8,14,9,114, 34,47,12,85,84, True
5083153308, 2019-10-24 18:39:40, 21,93,104,84,101, 28,9,34,70,30, False
5083153117, 2019-10-24 18:39:10, 102,104,88,76,48, 7,14,8,74,119, True
5083153114, 2019-10-24 18:39:30, 93,39,9,26,98, 112,10,86,65,45, False
5083152812, 2019-10-24 18:39:10, 21,76,104,72,14, 119,120,101,44,84, False
5083152315, 2019-10-24 18:38:20, 93,7,27,106,107, 110,76,74,32,89, True
5083151809, 2019-10-24 18:38:15, 96,52,70,17,84, 39,98,71,9,72, False
5083151705, 2019-10-24 18:38:06, 37,21,74,64,81, 76,84,9,19,41, True
5083151702, 2019-10-24 18:38:04, 14,106,95,32,60, 90,7,119,40,72, True
5083151605, 2019-10-24 18:37:50, 84,56,74,58,44, 14,72,23,85,34, True
5083151506, 2019-10-24 18:37:50, 104,36,25,90,41, 114,19,42,108,85, False
5083151413, 2019-10-24 18:37:50, 17,64,51,104,72, 5,1,99,39,14, False
5083151412, 2019-10-24 18:37:25, 86,22,93,108,27, 34,102,16,41,121, True
5083150905, 2019-10-24 18:37:21, 10,84,14,7,34, 27,99,106,9,41, True
5083150700, 2019-10-24 18:37:05, 20,19,72,98,14, 84,63,70,74,26, True
5083150409, 2019-10-24 18:36:40, 44,22,14,121,60, 7,74,41,9,79, True
5083149419, 2019-10-24 18:35:45, 57,37,10,95,7, 120,76,25,70,5, False
5083149215, 2019-10-24 18:35:14, 1,84,86,11,99, 95,97,25,7,22, False
5083149203, 2019-10-24 18:35:35, 110,14,84,4,119, 74,54,36,64,16, True
5083149109, 2019-10-24 18:35:30, 106,9,23,108,111, 90,17,29,25,93, True
5083148912, 2019-10-24 18:35:20, 96,90,86,10,106, 21,50,102,1,25, False
5083148500, 2019-10-24 18:34:55, 84,21,12,9,104, 14,19,37,42,113, False
5083148417, 2019-10-24 18:34:45, 41,34,53,14,86, 26,42,60,121,23, True
5083148318, 2019-10-24 18:34:40, 74,16,8,7,45, 81,72,25,46,51, True
5083148313, 2019-10-24 18:34:35, 46,58,44,26,121, 15,14,8,106,111, False
5083148115, 2019-10-24 18:34:10, 102,76,5,93,9, 12,4,71,26,65, True
5083148009, 2019-10-24 18:34:25, 56,21,14,58,119, 90,34,26,62,42, True
5083147810, 2019-10-24 18:34:10, 61,120,105,8,129, 29,74,99,65,22, True
5083147204, 2019-10-24 18:33:34, 89,93,104,110,37, 8,30,9,4,32, True
5083146919, 2019-10-24 18:33:15, 27,1,11,14,25, 129,62,84,45,6, True
5083146811, 2019-10-24 18:33:04, 106,5,7,101,1, 84,10,26,92,22, True
5083146603, 2019-10-24 18:32:40, 14,99,11,5,44, 74,120,51,30,95, False
5083146601, 2019-10-24 18:32:49, 72,42,84,39,114, 68,99,14,41,74, False
5083146505, 2019-10-24 18:32:49, 109,7,103,107,21, 13,26,105,32,67, False
5083145512, 2019-10-24 18:31:50, 67,101,74,104,37, 41,84,106,16,9, True
5083145501, 2019-10-24 18:31:45, 57,109,85,49,119, 71,22,60,104,101, True
5083145208, 2019-10-24 18:31:31, 111,101,42,104,34, 74,121,79,6,19, True
5083145204, 2019-10-24 18:31:25, 86,23,113,5,102, 106,72,40,7,27, True
5083144814, 2019-10-24 18:31:05, 104,64,25,72,49, 26,120,93,41,62, False
5083144601, 2019-10-24 18:31:00, 14,13,104,41,86, 44,82,23,9,36, False
5083144302, 2019-10-24 18:30:34, 21,2,98,68,8, 23,64,84,108,42, False
5083144005, 2019-10-24 18:30:24, 34,14,119,99,1, 104,86,8,84,98, False
5083143914, 2019-10-24 18:30:20, 129,21,14,1,3, 36,9,22,31,8, False
5083143906, 2019-10-24 18:30:15, 2,77,101,39,9, 99,35,14,90,84, True
5083143813, 2019-10-24 18:30:10, 42,76,7,121,28, 32,59,31,2,54, False
5083143611, 2019-10-24 18:29:54, 86,27,60,25,40, 23,55,112,49,74, False
5083143106, 2019-10-24 18:29:29, 101,93,25,104,75, 106,52,4,110,14, True
5083142702, 2019-10-24 18:29:05, 20,23,35,54,14, 74,110,29,45,114, True
5083142402, 2019-10-24 18:28:35, 6,50,99,14,32, 23,21,84,5,8, True
5083142002, 2019-10-24 18:28:09, 34,42,36,2,27, 32,67,5,14,86, False
5083141712, 2019-10-24 18:28:04, 44,76,25,7,64, 9,16,67,22,86, False
5083141618, 2019-10-24 18:27:50, 7,98,72,40,101, 48,60,11,26,22, True
5083141306, 2019-10-24 18:27:34, 106,7,32,31,54, 74,71,111,28,8, True
5083140916, 2019-10-24 18:27:10, 7,92,93,87,39, 84,22,72,54,14, True
5083140519, 2019-10-24 18:26:49, 7,37,60,10,75, 14,77,64,74,93, False
5083140313, 2019-10-24 18:26:40, 114,2,62,8,26, 32,101,21,86,4, False
5083139916, 2019-10-24 18:26:10, 2,41,64,86,21, 114,84,102,25,59, True
5083139813, 2019-10-24 18:26:00, 14,108,110,11,41, 10,29,87,9,89, False
5083139719, 2019-10-24 18:26:05, 34,26,95,7,25, 87,21,120,106,101, False
5083139606, 2019-10-24 18:25:39, 25,2,27,44,84, 86,8,9,97,119, True
5083139418, 2019-10-24 18:25:49, 48,82,7,8,121, 87,23,86,76,93, True
5083139318, 2019-10-24 18:25:44, 14,25,37,41,102, 86,9,7,8,22, True
5083139114, 2019-10-24 18:25:30, 5,74,45,14,41, 17,78,22,101,9, True
5083138908, 2019-10-24 18:25:09, 14,44,75,76,32, 83,12,84,106,104, False
5083138812, 2019-10-24 18:24:54, 32,95,46,2,7, 16,76,60,6,86, False
5083138311, 2019-10-24 18:24:29, 54,46,39,84,86, 35,74,83,93,14, True
5083138206, 2019-10-24 18:24:29, 74,101,64,54,28, 110,50,13,6,121, True
5083137907, 2019-10-24 18:23:40, 14,51,101,22,93, 16,54,68,61,88, False
