比赛ID, 时间, 天辉英雄, 夜魇英雄, 天辉是否胜利
5072713503, 2019-10-17 12:07:36, 86,56,90,8,102, 36,9,30,21,93, True
5072713405, 2019-10-17 12:07:21, 7,93,84,98,23, 21,5,70,120,14, False
5072713215, 2019-10-17 12:07:16, 90,39,110,7,44, 60,54,5,17,9, True
5072712804, 2019-10-17 12:06:41, 72,11,84,105,9, 45,14,71,114,73, False
5072712505, 2019-10-17 12:06:02, 31,32,114,17,16, 79,22,9,62,104, True
5072712311, 2019-10-17 12:05:52, 9,45,54,2,79, 100,53,114,106,5, True
5072712018, 2019-10-17 12:05:36, 26,39,14,62,7, 76,101,84,33,15, True
5072711714, 2019-10-17 12:05:07, 6,120,21,79,9, 74,44,19,46,112, False
5072711205, 2019-10-17 12:04:21, 47,65,41,16,102, 39,54,31,87,19, False
5072711114, 2019-10-17 12:04:16, 84,7,6,59,32, 70,26,22,28,9, False
5072710818, 2019-10-17 12:03:46, 68,33,62,54,106, 42,114,14,26,64, False
5072710319, 2019-10-17 12:02:56, 44,9,104,97,5, 34,41,87,40,38, True
5072710114, 2019-10-17 12:02:37, 76,25,90,59,7, 30,41,17,14,86, True
5072709718, 2019-10-17 12:02:07, 106,44,102,16,25, 47,86,54,40,113, True
5072709706, 2019-10-17 12:02:16, 84,99,5,93,60, 112,120,25,54,64, True
5072709612, 2019-10-17 12:02:02, 101,14,17,9,73, 31,74,97,32,41, True
5072709316, 2019-10-17 12:01:41, 76,26,14,53,13, 27,98,22,44,121, True
5072708716, 2019-10-17 12:00:41, 42,23,86,64,74, 19,93,13,87,62, False
5072708411, 2019-10-17 12:00:11, 7,82,93,50,65, 120,37,10,106,101, False
5072708303, 2019-10-17 12:00:16, 121,41,105,61,101, 74,12,53,40,23, True
5072708201, 2019-10-17 12:00:01, 74,63,84,45,114, 98,86,87,56,14, True
5072708111, 2019-10-17 11:59:50, 84,73,74,14,61, 90,10,41,83,77, True
5072707906, 2019-10-17 11:59:40, 16,121,76,14,6, 62,106,90,67,108, True
5072707718, 2019-10-17 11:59:26, 84,27,4,104,76, 47,41,105,52,60, False
5072707716, 2019-10-17 11:59:16, 90,63,73,17,5, 27,9,14,8,56, True
5072707519, 2019-10-17 11:59:05, 110,17,8,119,27, 56,22,5,28,14, False
5072707316, 2019-10-17 11:58:46, 9,14,84,74,41, 90,16,87,81,34, True
5072707204, 2019-10-17 11:58:41, 23,83,110,70,2, 25,119,84,14,41, False
5072707011, 2019-10-17 11:58:17, 67,51,68,98,48, 8,23,21,14,64, True
5072706910, 2019-10-17 11:58:11, 22,60,47,81,84, 26,99,112,42,101, True
5072706716, 2019-10-17 11:58:01, 48,5,19,14,22, 36,26,63,6,25, True
5072706710, 2019-10-17 11:57:56, 5,99,32,39,93, 102,22,86,60,8, False
5072706614, 2019-10-17 11:57:51, 8,68,74,60,17, 7,104,44,86,110, False
5072706500, 2019-10-17 11:57:16, 110,90,59,119,19, 21,114,25,84,77, True
5072706403, 2019-10-17 11:57:16, 84,114,25,112,60, 9,104,22,4,86, True
5072706309, 2019-10-17 11:57:06, 102,83,64,45,114, 103,2,76,95,26, False
5072706210, 2019-10-17 11:57:10, 103,84,74,104,41, 30,17,37,97,18, True
5072706208, 2019-10-17 11:56:57, 8,104,21,51,97, 76,75,102,72,100, True
5072705904, 2019-10-17 11:56:45, 114,12,84,60,5, 2,20,93,101,74, True
5072705508, 2019-10-17 11:56:05, 22,7,102,8,86, 14,34,27,16,41, False
5072705314, 2019-10-17 11:55:46, 21,56,120,96,37, 121,11,62,69,4, True
5072705301, 2019-10-17 11:55:46, 2,27,84,17,44, 51,74,31,8,14, False
5072704616, 2019-10-17 11:54:45, 17,14,63,36,7, 87,54,34,50,72, True
5072704611, 2019-10-17 11:54:50, 121,74,73,9,41, 25,78,21,84,54, True
5072704115, 2019-10-17 11:53:45, 60,77,23,91,5, 21,4,14,74,90, True
5072704100, 2019-10-17 11:54:05, 76,2,72,9,5, 74,93,16,7,27, True
5072703810, 2019-10-17 11:53:40, 110,86,72,15,5, 37,92,39,95,51, True
5072703517, 2019-10-17 11:53:00, 8,36,74,62,85, 65,95,27,121,34, True
5072703203, 2019-10-17 11:52:26, 14,90,41,34,119, 121,25,76,21,109, True
5072703201, 2019-10-17 11:52:10, 2,23,14,93,5, 60,50,62,54,76, False
5072703114, 2019-10-17 11:52:35, 83,114,104,27,47, 25,90,7,93,46, True
5072702402, 2019-10-17 11:51:35, 90,83,4,114,21, 61,93,120,86,14, False
5072702008, 2019-10-17 11:51:00, 114,76,121,29,26, 27,23,86,41,104, False
5072702001, 2019-10-17 11:51:00, 9,11,68,29,93, 8,121,16,47,25, True
5072701802, 2019-10-17 11:50:40, 6,36,9,26,5, 21,1,2,27,7, True
5072701608, 2019-10-17 11:50:25, 120,74,25,5,54, 104,34,90,63,112, True
5072701605, 2019-10-17 11:50:16, 15,90,93,83,25, 103,35,34,102,64, False
5072701513, 2019-10-17 11:50:20, 9,23,83,120,114, 14,85,20,36,62, True
5072701411, 2019-10-17 11:50:11, 9,2,74,8,27, 21,120,110,41,90, True
5072701209, 2019-10-17 11:49:50, 101,89,90,71,13, 54,68,64,28,1, True
5072701117, 2019-10-17 11:49:40, 8,69,39,26,5, 34,9,54,7,112, False
5072701100, 2019-10-17 11:49:40, 23,42,71,37,7, 102,21,5,90,72, False
5072700910, 2019-10-17 11:49:26, 41,105,84,14,76, 74,42,63,53,3, True
5072700513, 2019-10-17 11:48:45, 129,3,41,23,87, 16,19,81,5,71, False
5072700117, 2019-10-17 11:48:09, 51,120,58,34,54, 72,25,95,26,28, False
5072700019, 2019-10-17 11:47:50, 74,27,26,93,2, 8,105,23,50,98, True
5072699705, 2019-10-17 11:47:34, 106,18,68,102,86, 91,81,93,5,104, False
5072699419, 2019-10-17 11:47:05, 101,9,6,83,110, 104,23,55,10,84, False
5072698908, 2019-10-17 11:46:04, 74,62,14,93,98, 30,23,16,81,9, False
5072698803, 2019-10-17 11:46:09, 25,110,18,11,16, 20,121,10,74,14, True
5072698516, 2019-10-17 11:45:44, 102,14,72,46,26, 23,25,17,110,114, True
5072698204, 2019-10-17 11:45:14, 72,83,104,34,5, 22,41,32,28,7, False
5072698111, 2019-10-17 11:44:54, 102,86,7,49,95, 80,50,47,51,78, False
5072698109, 2019-10-17 11:44:59, 86,104,45,121,54, 110,16,10,40,41, False
5072698019, 2019-10-17 11:44:59, 34,108,83,62,44, 87,14,39,47,41, True
5072698016, 2019-10-17 11:44:20, 25,28,112,54,106, 14,36,22,12,83, False
5072697911, 2019-10-17 11:44:44, 75,52,84,74,41, 46,12,121,71,104, True
5072697804, 2019-10-17 11:44:14, 93,86,41,7,63, 16,114,108,34,102, False
5072697307, 2019-10-17 11:43:54, 16,72,59,27,84, 104,49,56,26,25, True
5072697306, 2019-10-17 11:43:20, 14,39,8,105,64, 16,36,110,34,11, True
5072697110, 2019-10-17 11:43:28, 8,30,9,14,114, 22,74,44,102,60, False
5072696906, 2019-10-17 11:43:15, 84,93,108,4,7, 26,60,76,22,15, True
5072696704, 2019-10-17 11:42:54, 39,36,64,1,71, 121,41,21,42,97, True
5072696410, 2019-10-17 11:42:30, 37,6,7,9,22, 96,34,86,68,54, True
5072696407, 2019-10-17 11:42:04, 63,10,100,27,36, 39,54,121,67,5, False
5072696100, 2019-10-17 11:41:34, 113,93,51,71,87, 75,54,119,96,13, False
5072695612, 2019-10-17 11:41:14, 7,10,5,108,74, 25,64,16,41,19, True
5072695411, 2019-10-17 11:40:34, 17,105,87,7,73, 27,53,101,104,76, False
5072695318, 2019-10-17 11:40:48, 52,26,14,8,2, 32,86,25,99,27, True
5072695215, 2019-10-17 11:40:39, 9,54,69,19,25, 95,16,93,79,74, True
5072694915, 2019-10-17 11:40:03, 62,114,45,81,16, 121,96,106,95,14, True
5072694813, 2019-10-17 11:40:03, 1,56,27,84,119, 26,86,114,61,16, True
5072694418, 2019-10-17 11:39:24, 77,59,102,14,84, 76,28,85,26,4, False
5072694314, 2019-10-17 11:39:08, 114,86,65,119,21, 87,23,14,41,27, False
